h,0 progresywna trzypunktowa,0 progresywna dwupunktowa,$\dfrac{\pi}{4}$ wsteczna trzypunktowa,$\dfrac{\pi}{4}$ wsteczna dwupunktowa,$\dfrac{\pi}{4}$ centralna dwupunktowa,$\dfrac{\pi}{4}$ progresywna dwupunktowa,$\dfrac{\pi}{4}$ progresywna trzypunktowa,$\dfrac{\pi}{2}$ wsteczna trzypunktowa,$\dfrac{\pi}{2}$ wsteczna dwupunktowa
0.00029255,0,1.19209e-07,2.03848e-05,8.14795e-05,2.03848e-05,0.000122309,2.03848e-05,0.000101915,0.000203786
0.000243791,0,1.19209e-07,0.000162959,4.07696e-05,4.07696e-05,4.07696e-05,8.14795e-05,0.000244447,4.37114e-08
0.00020316,0,0,4.071e-05,4.071e-05,4.071e-05,4.071e-05,0.000105977,0.00014665,4.37114e-08
0.0001693,0,0,0.000334084,0.000158072,0.000158072,0.000158072,0.000158072,0.000175989,4.37114e-08
0.000141083,0,0,0.000510097,0.000298858,8.76188e-05,0.00012362,0.000334859,0.000211196,4.37114e-08
0.000117569,0,0,0.000636816,0.000383317,0.000129819,0.00012362,0.000377119,4.37114e-08,4.37114e-08
9.79743e-05,0,0,0.000484705,0.000180542,0.00012368,0.000427842,0.000732005,4.37114e-08,4.37114e-08
8.16452e-05,0,0,0.000788867,0.000423849,5.88298e-05,0.000306189,0.000306189,4.37114e-08,4.37114e-08
6.80377e-05,0,0,0.00144589,0.00100785,0.00056982,0.000131786,0.000131786,4.37114e-08,4.37114e-08
5.66981e-05,0,0,0.00118303,0.00065738,0.000131786,0.000393867,0.000919521,4.37114e-08,4.37114e-08
4.72484e-05,0,0,0.00128812,0.00065738,2.65837e-05,0.000604153,0.000604153,4.37114e-08,4.37114e-08
3.93737e-05,0,0,0.000152767,0.000152767,0.000604153,0.00136107,0.00211799,4.37114e-08,4.37114e-08
3.28114e-05,0,0,0.00318038,0.00227207,0.00136381,0.000455499,0.000455499,4.37114e-08,4.37114e-08
2.73428e-05,0,0,0.00190872,0.000818789,0.000271142,0.00136113,0.00136113,4.37114e-08,4.37114e-08
2.27857e-05,0,0,0.000818729,0.000818729,0.000489175,0.00179714,0.0031051,4.37114e-08,4.37114e-08
1.89881e-05,0,0,0.00238824,0.00081867,0.00075084,0.00232035,0.00232035,4.37114e-08,4.37114e-08
1.58234e-05,0,0,0.00270212,0.00270212,0.00081867,0.00106472,0.00294816,4.37114e-08,4.37114e-08
1.31862e-05,0,0,0.00194871,0.00194871,0.000311375,0.00257152,0.00483161,4.37114e-08,4.37114e-08
1.09885e-05,0,0,0.00194871,0.00194871,0.000763416,0.00347555,0.00618774,4.37114e-08,4.37114e-08
9.15705e-06,0,0,0.00737298,0.00411838,0.000863791,0.00239074,0.00239074,4.37114e-08,4.37114e-08
7.63088e-06,0,0,0.00802386,0.00411838,0.000212848,0.00369263,0.0075981,4.37114e-08,4.37114e-08
6.35906e-06,0,0,0.00880492,0.00411832,0.000568271,0.00525486,0.00525486,4.37114e-08,4.37114e-08
5.29922e-06,0,0,0.0153661,0.0097422,0.00411826,0.00150561,0.00150561,4.37114e-08,4.37114e-08
4.41602e-06,0,0,0.005243,0.005243,0.00150567,0.00825435,0.015003,4.37114e-08,4.37114e-08
3.68001e-06,0,0,0.0187404,0.0106419,0.00254351,0.00555491,0.00555491,4.37114e-08,4.37114e-08
3.06668e-06,0,0,0.00740254,0.00740254,0.00231558,0.0120337,0.0217518,4.37114e-08,4.37114e-08
2.55556e-06,0,0,0.00740248,0.00740248,0.00425923,0.015921,0.0275827,4.37114e-08,4.37114e-08
2.12964e-06,0,0,0.00740242,0.00740242,0.00659162,0.0205857,0.0345798,4.37114e-08,4.37114e-08
1.7747e-06,0,0,0.00180477,0.00180477,0.0149881,0.031781,0.0485739,4.37114e-08,4.37114e-08
1.47891e-06,0,0,0.0421078,0.0219563,0.00180477,0.0183467,0.0183467,4.37114e-08,4.37114e-08
1.23243e-06,0,0,0.0541986,0.0300168,0.00583506,0.0183467,0.0183467,4.37114e-08,4.37114e-08
1.02702e-06,0,0,0.0106714,0.0106714,0.0106714,0.0106714,0.0396895,4.37114e-08,4.37114e-08
8.55853e-07,0,0,0.115137,0.0803149,0.0454931,0.0106714,0.0106714,4.37114e-08,4.37114e-08
7.13211e-07,0,0,0.0803149,0.0385288,0.00325733,0.0450435,0.0868296,4.37114e-08,4.37114e-08
5.94342e-07,0,0,0.00509983,0.00509983,0.0450435,0.0951868,0.14533,4.37114e-08,4.37114e-08
4.95285e-07,0,0,0.165559,0.105386,0.0452145,0.0149575,0.0149575,4.37114e-08,4.37114e-08
4.12738e-07,0,0,0.201662,0.129455,0.0572488,0.0149576,0.0149576,4.37114e-08,4.37114e-08
3.43948e-07,0,0,0.013925,0.013925,0.0727227,0.15937,0.246018,4.37114e-08,4.37114e-08
2.86623e-07,0,0,0.18722,0.0832431,0.0207342,0.124711,0.124711,4.37114e-08,4.37114e-08
2.38853e-07,0,0,0.332789,0.208016,0.0832431,0.0415297,0.0415297,4.37114e-08,4.37114e-08
1.99044e-07,0,0,0.108198,0.108198,0.0415297,0.191257,0.340984,4.37114e-08,4.37114e-08
1.6587e-07,0,0,0.0115842,0.0115842,0.191257,0.37093,0.550602,4.37114e-08,4.37114e-08
1.38225e-07,0,0,0.275892,0.275892,0.0602848,0.155322,0.37093,4.37114e-08,4.37114e-08
